818
16	16
   CSTRESS_1    CSTRESS_2    CSTRESS_3    CSTRESS_4    CSTRESS_5    CSTRESS_6    CSTRESS_7    CSTRESS_8    CSTRESS_9   CSTRESS_10   CSTRESS_11   CSTRESS_12   CSTRESS_13   CSTRESS_14   CSTRESS_15   CSTRESS_16 
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   87.314285    87.566299    87.056107    86.475700    87.340401    86.887825    86.319748    85.562271    85.991768    85.343262    83.582359    79.930183    85.192513    83.617317    80.099861    75.910042
   72.436172    71.168671    67.814461    64.261780    70.930794    67.997658    64.464867    60.555939    64.859612    61.141605    55.005390    44.093781    61.368484    55.656796    45.088177    32.520729
   50.468922    45.556461    33.788673    21.449829    44.662968    34.914490    22.612040    10.264473    24.928425    12.102954     7.301036     5.542813    13.331854     7.421239     5.713569     3.695022
   22.202728     6.048736     4.136611     2.142951     7.578496     4.327765     2.335186     0.354517     2.720948     0.645503     0.000000     0.000000     0.846053     0.000000     0.000000     0.000000
    2.616844     0.000000     0.000000     0.000000     0.283963     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   87.030556    87.162071    86.570465    85.902939    86.950668    86.411461    85.756882    84.868439    85.447899    84.693100    82.694695    78.824623    84.554718    82.750992    79.008904    74.677338
   72.894722    71.151840    67.639229    63.915516    71.242470    67.838036    64.135605    59.963074    64.562981    60.636940    53.819641    41.855824    60.885822    54.511990    42.879295    30.002811
   51.944706    44.966099    33.057007    20.560173    45.832561    34.196392    21.737957     9.493893    24.083599    11.046734     7.116229     5.190098    12.298494     7.242364     5.364485     3.302328
   23.153646     5.946451     4.015247     2.000284     6.796308     4.208046     2.194405     0.238987     2.583674     0.478930     0.000000     0.000000     0.682416     0.000000     0.000000     0.000000
    2.739626     0.000000     0.000000     0.000000     0.118713     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  123.355072   127.300957   130.964355   134.725632   126.502403   130.179657   133.942719   137.705811   132.368896   136.170868   139.626526   142.612762   135.387985   138.905060   141.925720   144.844620
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    0.855283     0.000000     0.000000     0.000000     0.054677     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   12.523526     6.580369     4.924303     3.194540     6.959207     5.086808     3.359288     1.503601     3.689277     1.888374     0.251577     0.000000     2.061474     0.303272     0.000000     0.000000
   56.846378    51.447773    41.558563    31.179142    51.701160    42.467892    32.121864    20.937737    33.999821    23.200802    13.079741    10.522686    24.204838    13.419957    10.621744     9.225983
   92.188164    92.546562    91.740547    90.844627    92.215599    91.546310    90.662552    89.523140    90.291496    89.308334    86.670647    80.437607    89.142982    86.749756    80.897095    72.790001
  116.288261   119.455032   122.316483   125.247375   118.760559   121.640892   124.574081   127.491333   123.220619   126.181129   128.572556   129.731812   125.507965   128.006851   129.268112   130.045074
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    0.613391     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   10.748073     6.090847     4.427668     2.687606     6.238814     4.592058     2.854683     0.936406     3.189167     1.362854     0.038578     0.000000     1.544019     0.092249     0.000000     0.000000
   54.637043    48.419117    38.465126    27.997635    49.225224    39.391750    28.961025    17.347889    30.878956    19.890894    11.522729     9.988619    20.953156    11.881482    10.091279     8.666088
   91.484550    91.540230    90.643013    89.636047    91.321884    90.464668    89.472565    88.016975    89.137474    87.967979    84.788330    77.210945    87.844627    84.913925    77.698830    69.381630
  116.392174   119.457031   122.258324   125.117775   118.778854   121.592499   124.455772   127.231812   123.124092   125.974030   128.101990   128.969574   125.320976   127.562881   128.521423   129.175125
   92.583672    93.422592    93.506874    93.539619    93.116501    93.250618    93.296600    93.175171    92.791260    92.759384    92.065269    90.059891    92.523964    91.936417    90.037331    87.637680
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   86.987083    87.115540    86.536392    85.879173    86.905968    86.371384    85.727676    84.807716    85.408302    84.649445    82.584938    78.732117    84.515785    82.637482    78.910927    74.586174
   71.964897    70.229141    66.786705    63.133705    70.353043    66.978951    63.347832    59.167660    63.763962    59.889370    52.937862    41.082260    60.148998    53.627663    42.099079    29.319380
   50.993961    43.868992    31.987696    19.515894    44.863937    33.131210    20.699329     9.119344    23.057283    10.124275     6.971049     5.063067    11.296435     7.096578     5.236239     3.190491
   22.475807     5.786267     3.858253     1.845987     5.960632     4.051601     2.040898     0.197767     2.431917     0.343684     0.000000     0.000000     0.533116     0.000000     0.000000     0.000000
    2.647135     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   87.610855    87.845688    87.321602    86.724800    87.622009    87.150536    86.566475    85.778290    86.234001    85.560898    83.755623    80.085266    85.412155    83.789368    80.253517    76.031715
   72.794640    71.497864    68.112679    64.525696    71.262520    68.295235    64.728706    60.773441    65.123489    61.363403    55.170116    44.276573    61.593880    55.822392    45.272034    32.656010
   50.898243    45.825703    33.993279    21.584551    44.941196    35.126984    22.755722    10.304235    25.090405    12.183871     7.324722     5.569990    13.426888     7.445135     5.740993     3.715057
   22.644926     6.085988     4.163725     2.159164     7.644769     4.356258     2.352925     0.355920     2.741815     0.653744     0.000000     0.000000     0.856600     0.000000     0.000000     0.000000
    2.681170     0.000000     0.000000     0.000000     0.288637     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  121.977829   125.474861   128.895859   132.244995   124.733315   128.155319   131.525223   134.536469   130.071655   133.186005   135.979767   138.505417   132.499573   135.319550   137.874542   140.223602
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    0.222066     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    8.140227     5.466445     3.749000     1.901277     5.636505     3.924519     2.081202     0.318535     2.433345     0.421527     0.000000     0.000000     0.523761     0.000000     0.000000     0.000000
   53.004364    44.904774    34.585663    23.413052    45.854362    35.589741    24.467121    13.581087    26.515982    14.261513    10.953889     9.513721    14.892790    11.052123     9.624562     8.071601
   92.279434    91.878700    90.824516    89.541710    91.696747    90.667488    89.409218    86.804344    89.124733    86.985855    82.204567    73.792076    87.022400    82.655502    74.340080    65.196045
  114.387627   117.179115   119.821922   122.413803   116.539703   119.186928   121.795692   123.903709   120.547005   122.853493   124.202080   124.700348   122.296829   123.748543   124.293747   124.520782
    0.143540     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    7.038661     4.651344     2.794454     0.752670     4.821393     2.978981     0.971588     0.000000     1.381057     0.011102     0.000000     0.000000     0.066787     0.000000     0.000000     0.000000
   48.451088    39.201305    27.958637    15.486442    40.166256    29.035894    16.807371    10.299514    19.255554    10.562490     9.131590     7.578278    10.938644     9.246683     7.700814     5.835387
   87.283401    86.305908    84.778809    82.704498    86.180603    84.693321    82.741096    78.287254    82.717422    79.209114    71.230713    62.023842    79.376816    71.805000    62.665394    51.446873
  114.155426   116.723236   119.177643   121.452141   116.106438   118.569534   120.877563   122.302940   119.708160   121.429642   121.977417   122.037750   120.934471   121.581062   121.677483   120.870537
   90.715675    90.907990    90.673370    90.224144    90.677971    90.471771    90.052147    89.002136    89.687111    88.869461    86.967018    84.224754    88.751495    86.967384    84.272743    80.988052
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   84.137901    83.554893    82.536316    81.182648    83.427048    82.440987    81.149986    78.486763    81.034706    78.777504    74.897095    70.055008    78.853813    75.121834    70.333778    64.467300
   67.778984    64.552750    60.403191    55.650341    64.786987    60.694672    56.061726    47.777245    56.791828    49.684002    37.730709    24.122175    50.396816    38.825275    25.299192    17.248207
   44.507896    33.786083    20.667738     8.255195    34.952431    21.958210     8.774853     6.169248    10.678336     6.500930     4.583245     2.424427     6.629073     4.767250     2.615604     1.413832
   10.424264     4.209994     2.102935     0.141035     4.406975     2.314372     0.215422     0.000000     0.512914     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    0.761748     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   86.256950    85.930298    85.122719    84.110825    85.774689    84.997398    84.013344    82.040291    83.798782    82.202477    78.875450    74.380905    82.216728    79.051437    74.619553    69.690788
   71.118599    68.424286    64.822876    60.695694    68.657120    65.065331    60.972591    54.949566    61.471210    56.319958    46.776485    33.924026    56.878609    47.770206    35.023289    22.095427
   46.503014    36.820778    25.392628    12.012049    38.204010    26.637926    13.315113     7.301201    15.671705     7.550766     6.013004     3.956961     7.793355     6.184635     4.140011     2.088708
   13.103745     4.625352     2.785542     0.641595     4.859821     2.992061     0.851943     0.000000     1.234573     0.000000     0.000000     0.000000     0.023264     0.000000     0.000000     0.000000
    1.172890     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  116.865211   119.415497   121.681091   123.654305   118.774590   121.083176   123.083588   124.826508   121.933571   123.765083   125.128700   126.091309   123.212959   124.632500   125.624054   126.015770
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    4.845809     3.081112     0.933329     0.005973     3.266805     1.167964     0.059959     0.000000     0.167481     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   40.048531    29.359257    16.200171    10.025089    30.443350    17.620726    10.393410     8.746195    11.126373     8.983228     7.452361     5.448444     9.092620     7.582318     5.614998     3.444616
   83.658684    82.125114    79.641571    75.520638    82.055573    79.725647    75.714211    68.069099    76.090950    69.280655    60.159035    47.982353    69.824066    60.852631    48.931934    35.652981
  110.553764   112.533035   114.189522   115.105980   111.979057   113.686523   114.674240   114.774475   113.800720   114.119705   113.667953   111.873344   113.761162   113.380142   111.707603   109.399323
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    3.459736     1.485147     0.000000     0.000000     1.683795     0.052328     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   30.823368    18.693825     9.139170     7.646873    19.887444     9.517638     7.770585     6.136833     8.018344     6.429215     4.366343     2.035886     6.563194     4.550730     2.226364     1.191270
   76.593086    74.043625    69.525330    60.612858    74.086708    69.846909    61.264580    51.404034    62.560703    53.030193    40.413513    26.013544    53.759972    41.490379    27.158556    20.367891
  106.352219   107.782936   108.528351   108.177696   107.298309   108.148308   107.877983   107.074532   107.269928   106.632202   104.583633   101.764824   106.369606   104.485100   101.703522    97.923302
   84.094589    83.171524    81.656258    79.305573    83.062859    81.622932    79.341270    76.299026    79.400475    76.565025    72.638550    67.699913    76.659500    72.847137    67.975372    62.115582
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   75.394585    73.547585    70.475525    66.011810    73.568695    70.664207    66.292404    61.015366    66.841362    61.821144    55.035988    47.232246    62.170742    55.576843    47.816849    37.646835
   55.914722    50.879406    42.881500    30.225685    51.299412    43.748882    31.368467    17.898308    33.646030    20.125114    13.326818     7.292291    21.375080    13.806817     7.790760     4.804656
   24.928591    10.887844     5.528015     3.524015    12.306724     5.676972     3.711477     1.600980     4.088015     1.952018     0.984273     0.169997     2.152739     1.050757     0.237706     0.000000
    2.918307     0.688072     0.000000     0.000000     0.914481     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   79.898796    78.561806    76.488625    72.993240    78.516304    76.551514    73.171227    68.686478    73.514053    69.290047    64.039482    57.139526    69.551178    64.400192    57.633018    49.987606
   62.555336    58.495796    53.103729    44.414589    58.820877    53.604347    45.210476    33.174561    46.791756    35.490852    21.827261    15.545115    36.578426    23.092537    15.979805    10.313464
   31.281610    19.198160     8.046317     5.722160    20.541471     8.612782     5.859557     3.947649     6.134867     4.330582     2.168039     1.285014     4.512489     2.371919     1.345615     0.584310
    3.823830     1.891355     0.159350     0.000000     2.110075     0.239564     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  107.783913   108.904427   109.647728   109.844528   108.357986   109.155640   109.399132   109.013939   108.501289   108.272118   107.314690   104.597549   107.890778   107.053078   104.403374    99.505699
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
  100.330498   100.372856    99.415382    97.189400    99.987114    99.138771    97.055954    93.945763    96.780441    93.813393    90.108322    85.040886    93.729546    90.156586    85.127243    77.370796
   70.170418    65.281830    56.236393    44.489178    65.543045    56.919582    45.451679    31.827820    47.370388    34.030991    21.075653    17.386196    35.091892    21.311842    17.627581    13.219692
   15.408249     8.829391     7.114660     5.198283     9.221416     7.242751     5.366086     3.163980     5.702546     3.536300     1.463436     0.971883     3.717023     1.499355     1.008023     0.463959
    1.013500     0.036226     0.000000     0.000000     0.092699     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   95.021553    93.980354    91.681999    88.337822    93.704041    91.573181    88.277557    84.037064    88.148071    84.162903    79.012802    71.134178    84.207718    79.216713    71.453430    59.530521
   60.653534    51.601200    39.496010    25.320999    52.269859    40.508419    26.402483    17.995144    28.558878    18.464600    14.648433    10.050478    18.691231    14.921785    10.343567     7.568750
    8.417850     6.480697     4.508771     2.228006     6.605718     4.683407     2.408545     1.115027     2.770685     1.185358     0.678450     0.109824     1.219598     0.716646     0.148613     0.000000
    0.074738     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    0.032099     0.040935     0.050377     0.060084     0.036070     0.045369     0.055014     0.064940     0.044743     0.054549     0.064650     0.075184     0.049269     0.059314     0.069834     0.080586
   73.651024    70.821320    66.814407    61.768921    70.861382    66.988037    62.020939    55.976456    62.517597    56.714684    49.700012    40.379948    57.062351    50.217258    40.976528    29.231707
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
   62.627586    57.700832    51.014812    43.108128    57.997410    51.521645    43.665627    33.688641    44.773243    35.383930    23.822556    19.860729    36.200649    24.417191    20.105665    14.279934
   36.139683    23.169506    13.392288     7.462451    24.348949    13.848630     7.936522     4.288707     8.886787     4.563508     2.782152     2.316533     4.696846     2.872534     2.346415     1.670502
    4.597694     2.549482     1.085169     0.290488     2.741254     1.148611     0.354888     0.000000     0.484545     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
    0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000     0.000000
